X,Y,OBJECTID,Comunidad_,Provincia,Isla,Código_IN,Término_M,Web_munici,Identifica,Nombre,Nombre_alt,Nombre_a_1,Descripci,Longitud,Anchura,Variación,Grado_ocup,Grado_urba,Paseo_mar,Tipo_paseo,Tipo_de_ar,Condicione,Zona_fonde,Nudismo,Vegetació,Vegetaci_1,Actuacione,Actuacio_1,Bandera_az,Auxilio_y_,Auxilio_y1,Señalizac,Señaliza_,Forma_de_a,Señaliza1,Acceso_dis,Carretera_,Autobús,Autobús_t,Aparcamien,Aparcami_1,Aparcami_2,Aseos,Lavapies,Duchas,Teléfonos,Papelera,Servicio_l,Alquiler_s,Alquiler_h,Alquiler_n,Oficina_tu,Establecim,Establec_1,Zona_infan,Zona_depor,Club_naút,Submarinis,Zona_Surf,Observacio,Coordenada,Coordena_1,Huso,Coordena_2,Coordena_3,Puerto_dep,Web_puerto,Distancia_,Hospital,Dirección,Teléfono_,Distancia1,Composici,Fachada_Li,Espacio_pr,Espacio__1,Coordena_4,Coordena_5,URL_MAGRAM
3.02550000004446,41.7739999991511,3506,Cataluña/Catalunya,Girona, ,17160,Sant Feliu de Guíxols,http://www.guixols.net,351711,Cala del Vigatà, , ,"Bonita cala de guijarros, situada al pie de un acantilado.",150 metros,15 metros,Poca,Bajo,Semiurbana,No, , ,Oleaje moderado,No,Parcial,Sí,detrás de la playa,No, ,No,No, ,No, ,A pie difícil,No,No, ,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Acceso a pie por un tramo de escaleras de piedra bastante largo y de pendiente pronunciada que zigzaguea durante 5 o 10 minutos hasta llegar a la cala. Entorno de gran valor natural, incluido dentro de la Red Europea de Espacios Naturales Protegidos, la",502124,4624684.84,31,"3º 1' 32"" E","41º 46' 26,41"" N",Club Nàutic Sant Feliu de Guíxols,http://www.cnsfg.cat/es/,"1,2 km.",Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,15 km.,Bolos,Semiurbana,Sí,Red Natura 2000,3.0255,41.774,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=351711
3.00659999982883,41.7704999989969,3507,Cataluña/Catalunya,Girona, ,17160,Sant Feliu de Guíxols,http://www.guixols.net,351712,Can Dell, , ,Playa de guijarros situada a la altura de la urbanización Punta Brava.,250 metros,10 metros,Poca,Bajo,Semiurbana,No, , ,Oleaje moderado,No,No,Sí,detrás de la playa,No, ,No,No, ,No, ,A pie,No,No, ,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Dos accesos a pie desde la propia urbanización (en las inmediaciones de la calle Can Pey y al final de la calle de la Juliola). Entorno de gran valor natural, incluido dentro de la Red Europea de Espacios Naturales Protegidos, la Red Natura 2000. Emerge",500556,4624304,31,"3º 0' 24,08"" E","41º 46' 14,073"" N",Club Nàutic Sant Feliu de Guíxols,http://www.cnsfg.cat/es/,"2,5 km.",Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,16 km.,Bolos,Semiurbana,Sí,Red Natura 2000,3.0066,41.7705,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=351712
2.99719999994971,41.7644999992396,3508,Cataluña/Catalunya,Girona, ,17160,Sant Feliu de Guíxols,http://www.guixols.net,351713,Cala Urgell, , ,"Cala de guijarros situada en medio del espacio protegido del Macizo de la Ardenya, en un entorno natural y paisajístico privilegiado.",150 metros,10 metros,Poca,Bajo,Aislada,No, , ,Oleaje moderado,No,No,Sí,detrás de la playa,No, ,No,No, ,No, ,A pie difícil,No,No,Carr. San Feliu a Tossa de Mar,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Se accede por una estrecha y dificultosa senda que atraviesa un valle con un recorrido de aproximadamente 15 minutos de bajada hasta el mar. La senda se coge desde la carretera de Sant Feliu a Tossa de Mar: junto al mirador que hay a pie de la carretera,",499770,4623637,31,"2º 59' 50,032"" E","41º 45' 52,446"" N",Club Nàutic Sant Feliu de Guíxols,http://www.cnsfg.cat/es/,"3,5 km.",Hospital Comarcal de Palamós,"Hospital, 36 (Palamós)",972600160,18 km.,Bolos,Acantilado,Sí,Red Natura 2000,2.9972,41.7645,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=351713
-7.09380000009591,37.2153999987875,3509,Andalucía,Huelva, ,21021,Cartaya,http://www.ayto-cartaya.es,352101,San Miguel, , ,"Su principal atractivo es su pinar, que lleva directamente a una extensa playa de arenas blancas y finas. En ella encontrará un entorno natural, conjugado con todos los equipamientos necesarios para los bañistas.",2.000 metros,17 metros,Poca,Bajo,Semiurbana,No, ,Dorada,Oleaje moderado,Sí,No,Sí,detrás de la playa,No, ,Sí,No, ,No, ,A pie fácil / Coche,No,No,A5052,No, ,Sí,No vigilado,Entre 50 y 100 plazas,No,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,Sí,No,No,"Tomó su nombre del castillo de San Miguel de Arca de Buey en El Rompido, abandonado en el siglo XVI por las frecuentes incursiones de piratas berberiscos y finalmente destruido por piratas holandeses. Emergencias (112).",669129,4120475,29,"7º 5' 37,921"" W","37º 12' 55,607"" N", , , ,Juan Ramón Jiménez,"Ronda Norte, s/n (Huelva)",959016000,19 km.,Arena,Dunas / Pinar,No, ,-7.0938,37.2154,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=352101
-7.35580000020515,37.1759999991959,3510,Andalucía,Huelva, ,21010,Ayamonte,http://www.ayamonte.es,352103,Los Haraganes, , ,Amplia playa de fina arena dorada y aguas tranquilas.,1.500 metros,12 metros,Poca,Bajo,Semiurbana,Sí,Completo,Dorada,Aguas tranquilas,No,No,Sí,detrás de la playa,No, ,No,Sí, ,Sí, ,A pie fácil / Coche,Sí,No,H9021, , ,Sí,No vigilado,Entre 50 y 100 plazas,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Esta playa consta de un parque acuático flotante para el ocio durante las jornadas de baño. Emergencias (112),645955,4115669,29,"7º 21' 21,079"" W","37º 10' 33,874"" N",Punta del Moral, ,4 km.,Hospital Virgen de la Bella,"Avda. de Las Rosas, s/n, 21440 Lepe",686052525,20 km.,Arena,Dunas,No, ,-7.3558,37.176,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=352103
-0.150399999862488,39.7732999992071,3511,Comunitat Valenciana,Castellón/Castelló, ,12077,Moncofa,http://www.moncofa.com,1440,L'Estanyol, , ,Esta playa semiurbana no dispone de ningún tipo de servicio ni equipamiento para el uso público,560 metros,30 metros, ,Bajo,Semiurbana,Sí,parcial,Dorada,Oleaje moderado,No,No,Sí,en la playa, , ,Sí,Sí, ,No, ,Coche,No,No,N-340,No, ,No, , ,No, ,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,"Los nombres con los que en la actualidad se conocen las playas de Moncofa surgen de la necesidad de ubicar las innumerables urbanizaciones construidas a lo largo de la antigua Playa de Moncofa, que abarcaba toda la costa de este término. Emergencias (11",744062,4406481,30,"0º 9' 1,617"" W","39º 46' 24,199"" N",Puerto Deportivo de Burriana,http://www.turismodecastellon.com/611260_es/Puerto-deportivo-de-Burriana-nuevo-puerto-deportivo-del-Mediterraneo/,11 km.,Hospital General La Plana,"Ctra. Villarreal-Burriana, km. 0,5 (Villarreal)",964399775,23 km.,Arena / Grava,Semiurbana / Humedal,Sí,Microreserva,-0.1504,39.7733,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1440
-0.145400000347257,39.7798999990285,3512,Comunitat Valenciana,Castellón/Castelló, ,12077,Moncofa,http://www.moncofa.com,1441,Beniesma, , ,Playa aislada de rocas y grava sin disponibilidad de servicios.,1.300 metros,10 metros, ,Bajo,Aislada,No, , ,Oleaje moderado,No,No,Sí,en la playa, , ,No,Sí, ,No, ,A pie fácil,No,No,N-340,No, ,No, , ,No, ,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,La desembocadura del Río Belcaire representa el límite norte de esta playa. Los nombres con los que en la actualidad se conocen las playas de Moncofa surgen de la necesidad de ubicar las innumerables urbanizaciones construidas a lo largo de la antigua,744467,4407227,30,"0º 8' 43,617"" W","39º 46' 47,959"" N",Puerto Deportivo de Burriana,http://www.turismodecastellon.com/611260_es/Puerto-deportivo-de-Burriana-nuevo-puerto-deportivo-del-Mediterraneo/,10 km.,Hospital General La Plana,"Ctra. Villarreal-Burriana, km. 0,5 (Villarreal)",964399775,20 km.,Roca / Grava,Dunas,No, ,-0.1454,39.7799,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1441
0.346199999886537,40.2963999992121,3513,Comunitat Valenciana,Castellón/Castelló, ,12089,Peníscola/Peñíscola,http://www.peniscola.org,1457,Cala de las Petxinas, , ,Playa muy singular. Se caracteriza por encontrarse todo el firme de la misma cubierto de malacofauna (restos de moluscos variados),50 metros,20 metros,Poca,Bajo,Aislada,No, ,Dorada,Oleaje moderado,No,No,Sí,en la playa, , ,No,No, ,No, ,Coche,Sí,No,N-340,No, ,Sí,No vigilado,Menos de 50 plazas,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Emergencias (112).,274442,4464035,31,"0º 20' 46,374"" E","40º 17' 47,301"" N",Puerto Deportivo Las Fuentes,http://www.turismodecastellon.com/611210_es/Puerto-deportivo-Las-Fuentes-punto-de-salida-a-la-Columbretes/,9 km.,Hospital de Vinarós,"Avda. Gil de Atrocillo, s/n (Vinaròs)",964477000,27 km.,Arena / Grava,Dunas / Montaña,Sí,Parque Natural,0.3462,40.2964,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1457
-8.67869999957254,42.2638999989855,3514,Galicia,Pontevedra, ,36057,Vigo,http://hoxe.vigo.org/,353601,Suacasa,Cacharela, ,Pequeña cala que llega a desaparecer en pleamar.,54 metros,6 metros,Poca,Bajo,Semiurbana,No, ,Dorada,Aguas tranquilas,Sí,No,No, ,No, ,No,No, ,No, ,A pie fácil / Coche,No,No,Po-323,Sí,Urbano (C-3),No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Frecuentado por los  que gustan de bañarse desde las rocas con la pleamar. Emergencias (112).,526494,4679130,29,"8º 40' 43,514"" W","42º 15' 50,146"" N",Teis, ,0 km.,Hospital Álvaro Cunqueiro,"Avda. Campoamor, 341 (Vigo)",986811111,4 km.,Arena,Semiurbana,No, ,-8.6787,42.2639,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353601
-8.69249999981558,42.2571999993327,3515,Galicia,Pontevedra, ,36057,Vigo,http://hoxe.vigo.org/,353602,Ríos de dentro,Ríos-Rampla,Ríos-Pilón,Dividida en dos por la presencia de instalaciones de construción naval: Ríos-Rampla (al este) y Ríos-Pilón (al oeste). Utilizada por la vecindad del barrio de Ríos como lugar de encuentro y reunión durante todo el año y en la que varan las embarca,50 metros,9 metros,Poca,Bajo,Urbana,No, ,Dorada,Aguas tranquilas,Sí,No,No, ,No, ,No,No, , , ,A pie fácil / Coche,No,No,Avda. de la Marina Española,Sí,Urbano (L17),No, , ,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Cuenta con una fuente, mesas, bancos de piedra y ducha al este. Emergencias (112)",525361,4678383,29,"8º 41' 33,176"" W","42º 15' 26,042"" N",A Lagoa, ,1 km.,Hospital Álvaro Cunqueiro,"Avda. Campoamor, 341 (Vigo)",986811111,4 km.,Arena,Urbana,No, ,-8.6925,42.2572,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353602
-8.70320000025137,42.2588999990695,3516,Galicia,Pontevedra, ,36057,Vigo,http://hoxe.vigo.org/,353603,Calo del Faro, , ,Tranquila cala en lo más hondo de los acantilados del monte de la  Guía. Frente a la cala se encuentra el Islote Cabrón.,24 metros,6 metros,Poca,Bajo,Aislada,Sí, ,Dorada,Oleaje moderado,No,No,No, ,No, ,No,No, ,No, ,A pie,No,No, ,Sí,Urbano (L17),No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Mediante escaleras desde el paseo peatonal marítimo de la Guía (calle Doctor Corbal o desde la Travesía Espiñeiro). Emergencias (112),524480,4678565,29,"8º 42' 11,575"" W","42º 15' 32,048"" N",A Lagoa, ,0 km.,Hospital Álvaro Cunqueiro,"Avda. Campoamor, 341 (Vigo)",986811111,3 km.,Arena / Bolos,Acantilado,No, ,-8.7032,42.2589,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353603
-8.79539999979195,42.1966999987391,3517,Galicia,Pontevedra, ,36057,Vigo,http://hoxe.vigo.org/,353604,Serral, , ,Pequeña y tranquila cala junto al Centro Arqueológico Vila Romana de Toralla.,52 metros,24 metros,Poca,Bajo,Semiurbana,No, ,Dorada,Oleaje moderado,No,No,Sí,detrás de la playa,No, ,No,No, ,No, ,A pie fácil / Coche,No,No, ,Sí,Urbano (L10 y L11),Sí,No vigilado,Más de 100 plazas,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112),516885,4671645,29,"8º 47' 43,776"" W","42º 11' 48,405"" N",Club Marítimo de Canido,http://www.cmcanido.com,"0,4 km.",Hospital Álvaro Cunqueiro,"Avda. Campoamor, 341 (Vigo)",986811111,9 km.,Arena / Bolos,Semiurbana,No, ,-8.7954,42.1967,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353604
0.7249000002152,40.8172999989107,3518,Cataluña/Catalunya,Tarragona, ,43906,L'Ampolla,http://www.ampolla.org,1132,Cala María, , ,"Cala de piedras de pequeño tamaño y reducidas dimensiones, donde puede disfrutarse de un paisaje entrañable por los verdes pinares y la peñas rojizas que la rodean.",60 metros,8 metros,Poca,Bajo,Aislada,No, ,Dorada,Aguas tranquilas,Sí,No,Sí,en la playa, , ,No,No, ,No, ,A pie difícil / Coche / Barco,No,No,"N-340, AP-7 Salida 39A",No, ,Sí,No vigilado,Menos de 50 plazas,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,A continuación de esta pequeña cala existe una zona de costa conocida como L'Escaret formada por pequeña calitas sin playa. Emergencias (112).,308126,4520967,31,"00º 43' 29,978'' E","40º 49' 02,637'' N",Club Nàutic Ampolla,http://nauticampolla.com,"2,5 km.",Verge de la Cinta,"Esplanetes, 44 (Tortosa)",977519100,40 km.,Arena / Bolos,Montaña,Sí,Platges Verges Ecologic (Playas Vírgenes),0.7249,40.8173,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=1132
-8.86130000030152,41.8779999993533,3519,Galicia,Pontevedra, ,36023,A Guarda,http://www.aguarda.es,353605,A Lamiña, , ,Playa del río Miño resguardada con una zona de pinos y merenderos,750 metros,70 metros (bajamar) 20 metros (pleamar),Mucha,Medio,Aislada,No, ,Blanca,Aguas tranquilas,No,No,Sí,detrás de la playa,No, ,No,No, ,No, ,A pie fácil / Coche,Sí,No,PO-352,Sí,Interurbano (Vigo-Tui-A Guarda a 1 km),Sí,No vigilado,Más de 100 plazas,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,Emergencias (112),511506,4636251,29,"8º 51' 40,793"" W","41º 52' 41,152"" N",Puerto Deportivo Baiona,http://www.puertobaiona.com,33 km.,Hospital Álvaro Cunqueiro,"Avda. Campoamor, 341 (Vigo)",986811111,56 km.,Arena,Dunas / Pinar,Sí,Red Natura 2000,-8.8613,41.878,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353605
-8.71520000034553,42.4218999993029,3520,Galicia,Pontevedra, ,36041,Poio,http://www.concellodepoio.es,353606,Chancelas pequena, , ,"Playa resguardada de los vientos, contigua a la de Chancelas",140 metros,8 metros,Poca,Alto,Semiurbana,No, ,Blanca,Aguas tranquilas,No,No,Sí,detrás de la playa,No, ,No,No, ,No, ,A pie fácil / Coche,Sí,No, ,Sí,Interurbano,No, , ,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112),523427,4696664,29,"8º 42' 54,847"" W","42º 25' 18,967"" N",Puerto Deportivo de Combarro,http://combarromar.com,1 km.,Hospital de Montecelo,"Avenida de Montecelo, s/n (Pontevedra)",986800000,9 km.,Arena,Semiurbana,No, ,-8.7152,42.4219,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353606
-8.82089999965515,42.5070999993768,3521,Galicia,Pontevedra, ,36006,Cambados,http://www.cambados.es,353607,Torre San Saturnino, , ,Playa en forma de media concha a la que se accede a pie desde el casco urbano de Cambados.,140 metros,20 metros,Mucha,Medio,Urbana,No, ,Blanca,Aguas tranquilas,No,No,Sí,detrás de la playa,No, ,No,No, ,No, ,A pie fácil,No,No, , , ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Recibe su nombre de la ""Torre de San Saturnino "", del siglo X, donde según cuenta la leyenda el rey Pedro I el Cruel abandonó a la reina Juana de Castro en la misma noche de bodas. Emergencias (112).",514709,4706102,29,"8º 49' 15,476"" W","42º 30' 25,723"" N",Marina Vilagarcía (V. de Arousa),http://www.marinavilagarcia.com,12 km.,Hospital do Salnés,Estromil-Ande-Rubianes (Vilagarcía de Arousa),986568002,12 km.,Arena / Bolos,Semiurbana,No, ,-8.8209,42.5071,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353607
-5.96870000001964,43.5794999988899,3522,"Asturias, Principado de",Asturias, ,33016,Castrillón,http://www.ayto-castrillon.es,353301,El Cuerno, , ,Pequeña playa en forma de concha formada por grava y arena oscura.,100 metros,25 metros,Mucha,Bajo,Urbana,Sí, ,Oscura,Fuerte oleaje,No,No,No, ,No, ,No,No, ,No, ,A pie fácil / Coche,No,No, ,No, ,Sí,No vigilado,Menos de 50 plazas,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Separada de la playa de Salinas por el promontorio rocoso llamado La Peñona. En éste último se encuentra el Museo de las Anclas Phillipe Cousteau. Acceso por escalera de piedra. Todos los servicios se encuentran a unos 150 metros en la playa de Salina,260302,4829458,30,"5º 58' 7,515"" W","43º 34' 46,317"" N",Avilés, ,8 km.,Hospital de San Agustín,"Camino de Heros, 6 (Avilés)",985123000,6 km.,Arena / Grava,Urbana,No, ,-5.9687,43.5795,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353301
-6.44260000013705,43.5586999988954,3523,"Asturias, Principado de",Asturias, ,33034,Valdés,http://www.valdes.es,353302,Chouréu, , ,Cala rocosa situada entre Punta de Santa Ana y Punta La Osa.,170 metros,15 metros,Mucha,Bajo,Aislada,No, , ,Oleaje fuerte,No,No,Sí,detrás de la playa,No, ,No,No, ,No, ,A pie difícil,No,No,N632,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Esta playa se encuentra dentro del Paisaje Protegido de la Costa Occidental. Emergencias (112).,706553,4826040,29,"6º 26' 33,446"" W","43º 33' 31,376"" N",Luarca, ,9 km.,Hospital Comarcal de Jarrio,Jarrio (Coaña),985639300,33 km.,Bolos,Acantilado,Sí,Paisaje Protegido / ZEPA / LIC,-6.4426,43.5587,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353302
-5.26809999956839,43.5148999990058,3524,"Asturias, Principado de",Asturias, ,33019,Colunga,http://www.colunga.es,353303,Escanu, , ,"Playa urbana situada en el casco urbano de Lastres, junto al puerto.",130 metros,20 metros,Mucha,Medio,Urbana,Sí,Completo,Dorada,Oleaje moderado,No,No,No, ,No, ,No,Sí, ,No, ,A pie fácil / Coche,No,No,AS-257,Sí, ,Sí,No vigilado,Menos de 50 plazas,No,No,Sí,No,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,La oficina de turismo se encuentra en el casco histórico de Lastres. Emergencias (112),316680,4820500,30,"5º 16' 5,188"" W","43º 30' 53,802"" N",Lastres, ,0 km.,Hospital del Oriente de Asturias,"Urbanización Castañera, s/n (Arriondas)",985949800,35 km.,Arena,Urbana,No, ,-5.2681,43.5149,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=353303
-8.34039999989024,43.3691999993683,3525,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,301540,Do Portelo, , ,Aislada playa compuesta de rocas y arena que presenta un bajo grado de ocupación.,35 metros,35 metros,Mucha,Bajo,Aislada,No, ,Dorada,Aguas tranquilas / Oleaje moderado,No,No,No, , , ,No,No, ,No, ,A pie difícil,No,No,AC-173,Sí,Interurbano a 1 Km.,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112),553436,4802028,29,"8º 20' 25,592"" W","43º 22' 9,191"" N",Portos de Galicia. Puerto de Mera, ,"1,5 km.",Complejo Hospitalario Universitario de A Coruña (CHUAC),"Xubias de Arriba, 84 (A Coruña)",981178000,12 km.,Arena / Roca,Semiurbana,No, ,-8.3404,43.3692,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=301540
-9.02559999996614,42.5196999991773,3526,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,301541,A Covasa, , ,"Se trata de la cala existente en la Furna da Covasa, sobre la que se asienta el denominado muelle o peirao fenicio, en la ensenada da Covasa.",10 metros,20 metros,Media,Bajo,Aislada,No, ,Blanca,Oleaje moderado,No,No,Sí,en la playa,No, ,No,No, ,No, ,Coche,No,No,Carretera de Aguiño a Carreira,Sí,Interurbano,Sí,No vigilado,Menos de 50 plazas,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Emergencias (112),497891,4707482,29,"9º 1' 32,391"" W","42º 31' 10,971"" N",Puerto Deportivo de Ribeira, ,6 km.,Hospital Comarcal da Barbanza,"Parroquia de Oleiros, s/n (Ribeira)",981835901,6 km.,Arena / Roca / Grava,Dunas / Montaña,No, ,-9.0256,42.5197,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=301541
-9.26179999973822,42.9016999991702,3527,Galicia,A Coruña, ,15037,Fisterra,http://www.concellofisterra.com,301542,Corbeiro, , ,"Pequeña cala rocosa con arena en bajamar. Se accede por el vial denominado Paseo do Corbeiro, que va desde el castillo de San Carlos en dirección sur finalizando en la misma.",20 metros,30 metros,Media,Bajo,Semiurbana,No, ,Blanca,Oleaje moderado,No,No,No, ,No, ,No,No, ,No, ,A pie,No,No,AC-445,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Dispone de escalera hasta las rocas. Emergencias (112),478624,4749940,29,"9º 15' 42,605"" W","42º 54' 6,377"" N",Puerto Deportivo de Fisterra, ,"0,5 km",Hospital Virxe da Xunqueira,"Pº do Alcalde Pepe Sánchez, 7 (Cee)",981706010,15 km,Arena / Grava,Semiurbana / Acantilado,No, ,-9.2618,42.9017,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=301542
-9.220900000398,43.091499999135,3528,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,301543,Arliña, , ,"Pequeña cala orientada al sur, situada al lado del campo de fútbol y frente al arenal de Lourido.",60 metros,30 metros,Media,Bajo,Urbana / Aislada,No, ,Blanca,Oleaje moderado,No,No,Sí,en la playa,No, ,No,No, ,No, ,Coche,No,No, ,Sí,Interurbano,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"En las playas de Muxia existe un equipo municipal de Protección Civil de guardia permanente, las 24 horas del día con el teléfono 981 74 23 01. Emergencias (112)",482019,4771006,29,"9º 13' 15,34"" W","43º 5' 29,629"" N",Club Náutico de Muxía, ,1 km.,Hospital Virxe da Xunqueira,"Pº do Alcalde Pepe Sánchez, 7 (Cee)",981706010,25 km.,Arena,Semiurbana,Sí,ZEPA,-9.2209,43.0915,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=301543
-9.16219999958558,43.1288999988309,3529,Galicia,A Coruña, ,15016,Camariñas,http://www.camarinas.net,301544,Rego Dos Coiros, , ,Pequeña cala orientada al sur. Forma parte del arenal de Playa Ariño,100 metros,40 metros,Media,Medio,Aislada,No, ,Blanca,Aguas tranquilas,No,No,Sí,en la playa, , ,No,No, ,No, ,Coche,Sí,No,AC-432,No, ,No, , ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Playa muy resguardada del viento. La ruta de senderismo RC-1 Ruta da Insua pasa por los accesos a la playa. Emergencias (112).,486806,4775149,29,"9º 9' 43,952"" W","43º 7' 44,303"" N",Club Náutico de Camariñas,http://cncamarinas.com/,5 km.,Hospital Virxe da Xunqueira,"Pº do Alcalde Pepe Sánchez, 7 (Cee)",981706010,46 km.,Arena,Montaña,No, ,-9.1622,43.1289,https://sig.miteco.gob.es/93/ClienteWS/Guia-Playas/Default.aspx?nombre=PLAYAS_WEB&claves=DGC.PLAYAS.PLY_CO_PLAYA&valores=301544
